COLPA	2.82
COLTELLO	6.55
COMETA	5.89
COMIZIO	4.00
COMPAGNO	5.41
CONFETTO	5.89
CONIGLIO	6.34
COPERCHIO	5.93
CORALLO	5.43
CORNICE	5.91
CORO	5.00
CORVO	5.91
CRANIO	5.75
CRATERE	5.48
CRAVATTA	6.00
CRESTA	5.02
CRISTALLO	5.02
CRONACA	3.30
CUBO	5.68
CUCCHIAIO	6.32
CUOIO	5.05
CUORE	5.57
CUSCINO	6.16
CUSTODE	4.86
DAMIGIANA	5.75
DEMONIO	4.00
DENARO	6.14
DETTAGLIO	2.43
DIAMANTE	5.57
DIAVOLO	4.48
DIGA	5.02
DILUVIO	5.14
DIVANO	6.25
DOCCIA	6.11
DOGANA	4.36
DOMICILIO	4.00
DONNA	6.11
DOSE	3.09
DRAGO	5.45
DRAMMA	3.93
EDERA	5.52
EDICOLA	6.25
ELEFANTE	6.50
ELICA	5.91
ELMO	4.86
EPISODIO	2.68
EPOCA	2.82
ERBA	6.16
EREDE	3.48
ERGASTOLO	3.55
ERNIA	3.09
ESTATE	5.30
FACCENDA	2.36
FAMA	3.25
FAME	3.93
FAMIGLIA	5.61
FANALE	5.57
FANCIULLO	5.39
FANGO	5.57
FANTASMA	4.68
FARABUTTO	3.55
FARFALLA	6.55
FARINA	6.05
FARO	5.91
FASCINO	3.48
FASE	2.09
FASTIDIO	3.39
FATA	4.70
FAUNA	3.91
FAVOLA	4.30
FEBBRE	4.32
FEMMINA	5.41
FESTA	5.14
FETTA	4.86
FIAMMA	6.09
FIBBIA	5.30
FIDUCIA	3.00
FIENO	5.41
FIGLIO	5.25
FINESTRA	6.57
FIUME	6.09
FLANELLA	4.36
FLOTTA	4.75
FOCA	5.80
FOGNA	4.93
FOLLA	5.39
FORESTA	5.80
FORFORA	5.32
FRASE	4.00
FRATE	5.86
FRATELLO	5.70
FRECCIA	5.68
FRETTA	3.23
FUCILE	6.02
FULMINE	5.93
FUNE	5.20
FUOCO	6.27
FURGONE	5.75
FURIA	3.86
FURTO	3.86
GABBIA	6.02
GABBIANO	6.23
GALERA	4.89
GALLERIA	5.66
GARA	4.43
GARBO	2.70
GAROFANO	5.89
GARZA	5.34
GATTO	6.68
GAZZA	4.41
GELSOMINO	5.27
GENIO	3.57
GENTE	5.43
GERANIO	5.77
GHIACCIO	6.02
GHIRO	4.57
GIACCA	6.41
GIAGUARO	5.23
GIARDINO	5.93
GIGLIO	5.09
GINESTRA	4.61
GINOCCHIO	6.18
GIOIA	4.07
GIORNO	4.86
GIRAFFA	6.16
GITA	4.66
GIUDICE	4.93
GLOBO	4.23
GOBBA	5.27
GOCCIA	5.75
GOLFO	4.70
GOMITO	5.86
GONNA	6.05
GRANCHIO	5.75
GRANDINE	5.98
GRUPPO	4.89
GUAIO	2.75
GUANCIA	5.91
GUERRA	5.05
GUFO	5.77
IDOLO	3.77
IGIENE	3.55
IMBUTO	5.84
IMMAGINE	3.84
IMPETO	2.36
IMPULSO	2.61
INCUBO	3.64
INCUDINE	4.68
INDAGINE	2.89
INNO	3.86
INQUILINO	4.27
INSETTO	5.50
INTERESSE	2.66
INTESTINO	4.43
INVERNO	4.98
ISTINTO	2.93
LABIRINTO	5.52
LACCIO	5.20
LADRO	4.80
LAGO	6.25
LAMPADA	6.48
LANA	5.59
LANTERNA	5.41
LAPIDE	5.89
LATO	3.68
LATTE	6.11
LATTUGA	5.86
LEPRE	5.95
LIBRO	6.57
LIDO	4.48
LIMONE	6.61
LISTA	4.48
LITE	3.89
LITIGIO	3.80
LITRO	4.00
LOCULO	4.36
LODE	3.09
LUCCHETTO	5.84
LUCE	5.36
LUCERTOLA	6.11
LUMACA	6.11
LUNA	6.50
LUOGO	3.66
LUPO	6.34
LUSSO	3.50
LUTTO	4.59
MACCHINA	6.39
MADRE	6.18
MAGAZZINO	5.52
MAGO	4.84
MAIALE	6.23
MAIONESE	6.14
MAMMA	6.27
MANCIA	4.18
MANDORLA	5.75
MANO	6.34
MANZO	4.59
MARE	6.64
MARGINE	3.20
MARITO	5.02
MARMOTTA	4.80
MARTIRE	3.43
MATERASSO	6.30
MATITA	6.34
MEDAGLIA	5.68
MELA	6.55
MEMORIA	2.89
MENZOGNA	2.84
MERCE	4.11
MERLUZZO	5.39
MESTIERE	3.80
METALLO	4.66
METODO	2.50
MIELE	6.07
MINESTRA	6.05
MINISTRO	3.89
MISTERO	2.91
MODA	4.00
MOGLIE	5.14
MOLE	2.84
MONASTERO	5.23
MONDO	5.23
MONETA	5.86
MUCCA	6.32
MUCCHIO	4.05
MUFFA	4.95
MULINO	5.59
MULO	5.50
MUMMIA	5.14
MUNICIPIO	4.70
NASO	6.07
NATURA	4.98
NAVE	6.34
NAZIONE	4.00
NEBBIA	5.50
NEGOZIO	5.66
NEVE	6.34
NIDO	5.41
NIPOTE	4.70
NODO	5.05
NOIA	3.77
NOME	4.05
NONNO	5.75
NORMA	2.61
NOTTE	5.55
NUCA	5.00
NUORA	4.09
NUVOLA	5.70
OCCIDENTE	3.18
ODORE	3.95
OFFICINA	5.39
OMBELICO	6.02
ORGOGLIO	2.70
ORIGINE	2.52
ORIZZONTE	4.91
ORMA	5.20
ORSO	6.09
ORTICA	5.59
ORTO	5.66
ORZO	4.93
OSPEDALE	5.98
OSPITE	4.43
OVATTA	5.32
PACCO	5.64
PACE	3.41
PADELLA	6.30
PADRE	6.20
PAGINA	5.48
PALA	5.55
PALATO	4.93
PALAZZO	6.11
PALCO	5.36
PALESTRA	6.00
PALMA	6.02
PALO	5.36
PALUDE	5.25
PANE	6.61
PANNO	5.36
PARETE	5.57
PAROLA	3.82
PARRUCCA	5.66
PATATA	6.27
PATENTE	5.75
PATTO	2.98
PATTUGLIA	4.45
PAURA	3.77
PECORA	6.00
PENTOLA	6.18
PEPE	5.61
PERICOLO	3.45
PERLA	6.02
PETTINE	6.20
PIANETA	5.27
PICCO	3.95
PIETRA	6.14
PIGIAMA	5.95
PILLOLA	5.57
PINGUINO	6.16
PIOGGIA	5.93
PIOMBO	4.14
PIPA	6.16
PIRAMIDE	6.11
PISCINA	6.14
PISTOLA	6.00
PIUMA	5.73
POLLICE	6.30
POLPA	4.55
POLVERE	4.89
POMATA	5.59
PONTE	5.84
PONTEFICE	5.41
PRATO	6.36
PREDA	4.14
PREFETTO	3.45
PREGIO	2.73
PRESTIGIO	2.52
PRETORE	3.66
PRIGIONE	5.48
PRINCIPE	4.68
PRINCIPIO	2.68
PROBLEMA	3.05
PROFITTO	3.09
PROGRESSO	3.20
PROSA	3.50
PROVERBIO	3.39
PROVINCIA	3.25
PRUGNA	6.07
PUGILE	5.68
PUGNO	5.23
PULPITO	3.68
QUADERNO	6.32
QUESTIONE	2.39
RABBIA	3.70
RACCHETTA	6.30
RAFFICA	3.73
RAGAZZO	5.93
RAGNO	6.34
RANA	6.20
RAPA	4.52
RATA	3.57
RAZZO	4.77
RELIGIONE	3.16
RESIDUO	2.73
RINGHIERA	5.91
RISSA	4.70
RITMO	3.84
RITO	3.11
RIVA	5.61
ROMANZO	5.14
ROSPO	5.66
ROVO	4.57
RUBINETTO	6.07
RUGA	4.84
RUGGINE	5.09
RUMORE	4.82
SABBIA	6.39
SACERDOTE	5.52
SANGUE	5.66
SAPONE	6.07
SATELLITE	4.73
SBORNIA	4.50
SCAFFALE	5.39
SCAFO	4.77
SCANDALO	2.84
SCAPOLO	3.93
SCATOLA	5.84
SCHELETRO	5.77
SCHIAFFO	5.41
SCHIAVO	4.25
SCHIENA	5.91
SCHIUMA	6.00
SCIENZA	2.86
SCIMMIA	6.27
SCIROCCO	3.75
SCIROPPO	5.52
SCORPIONE	5.34
SCRUPOLO	2.77
SCUDO	5.20
SCUOLA	6.14
SECCHIO	6.36
SEDE	3.16
SEDIA	6.32
SEME	5.02
SENO	6.36
SENTIERO	5.48
SERA	5.48
SERGENTE	4.30
SERPENTE	6.27
SETA	5.02
SIGARO	6.09
SILENZIO	4.14
SILLABA	3.52
SIMBOLO	3.25
SINTOMO	2.91
SOFFITTO	5.70
SOGLIOLA	5.80
SONNO	5.00
SORELLA	5.55
SORSO	3.89
SPADA	5.75
SPECCHIO	6.30
SPIAGGIA	6.50
SPIEDO	5.02
SPIGOLO	5.00
SPUGNA	5.93
SQUALO	6.20
STAFFA	3.93
STAGIONE	4.27
STALLA	5.75
STANZA	5.77
STATUA	5.95
STILE	2.82
STOMACO	4.89
STRADA	6.55
STRAGE	4.57
STRATO	3.57
SUGO	5.84
SUOLO	4.73
SUORA	5.73
TALENTO	2.80
TALPA	5.23
TAMBURO	5.91
TANA	5.30
TAPPETO	6.09
TARGA	5.77
TARIFFA	3.07
TARTARUGA	6.45
TASSELLO	3.45
TATTO	3.43
TAVERNA	5.48
TAVOLO	6.16
TELA	4.86
TENEBRA	4.05
TESTA	5.98
TETTO	6.07
TIMONE	5.36
TIPO	2.23
TIRANNO	3.73
TIZIO	3.07
TOPO	6.11
TORDO	3.52
TORO	6.11
TORRE	6.20
TORTA	6.55
TOSSE	5.07
TOVAGLIA	6.18
TRAGEDIA	3.75
TRAPPOLA	4.68
TRAVE	5.34
TREGUA	3.02
TRENO	6.55
TROMBA	6.05
TRONO	4.93
TROTA	5.68
TURNO	2.50
TUTA	5.63
UFFICIO	5.36
UOMO	6.09
UOVO	6.39
URAGANO	4.73
URNA	4.80
USIGNOLO	5.39
VAGONE	6.02
VALANGA	5.23
VALIGIA	6.20
VALVOLA	4.00
VANTAGGIO	2.50
VAPORE	5.05
VASCA	5.73
VASO	6.23
VASSOIO	5.82
VEDOVO	3.86
VELA	6.00
VELENO	4.34
VELLUTO	5.41
VENDETTA	2.98
VENTO	5.11
VERME	6.02
VERNICE	5.43
VERTIGINE	3.41
VESCOVO	5.02
VETRO	5.82
VETTA	5.55
VICENDA	2.59
VINO	6.09
VIPERA	6.07
VITTIMA	3.84
VIZIO	2.75
VOCE	4.89
VOLPE	5.98
VULCANO	6.09
ZAMPA	5.36
ZANZARA	6.09
ZATTERA	5.43
ZEBRA	5.93
ZINGARO	5.14
ZONA	3.23
ZUCCHERO	6.23
ZUFFA	4.00
ZUPPA	5.45
